date,diet,city,id,name,category,price
2024-05-04T19:52:58Z,Vegan,Hamburg,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-04T21:12:16Z,Vegan,Munich,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-05-05T16:21:02Z,Meat,Munich,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-05T22:08:40Z,Gluten-free,Munich,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-05T23:54:13Z,Vegetarian,Munich,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-06T07:48:57Z,Vegetarian,Hamburg,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-05-06T10:24:48Z,Vegetarian,Hamburg,e5c05c25-c9b9-301d-f09b-e9c589403728,Stuffed Bell Peppers,Appetizer,8.84
2024-05-06T15:56:10Z,Vegetarian,Hamburg,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-05-06T18:51:15Z,Meat,Munich,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-06T23:00:38Z,Vegetarian,Berlin,e5c05c25-c9b9-301d-f09b-e9c589403728,Stuffed Bell Peppers,Appetizer,8.84
2024-05-07T11:39:33Z,Vegetarian,Berlin,5d0378fb-45ae-f69a-0c59-80668c414007,Quiche Lorraine,"Cuisine Type (e.g. Italian, Mexican, Chinese)",9.53
2024-05-07T16:14:15Z,Gluten-free,Berlin,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-07T20:35:38Z,Vegetarian,Munich,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-07T22:10:20Z,Meat,Munich,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-05-07T22:28:32Z,Vegan,Munich,5d0378fb-45ae-f69a-0c59-80668c414007,Quiche Lorraine,"Cuisine Type (e.g. Italian, Mexican, Chinese)",9.53
2024-05-07T23:47:05Z,Vegan,Munich,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-08T08:36:17Z,Vegetarian,Berlin,fda8cf0b-a9ae-e2d8-ea5d-e421b37e1bc1,Spaghetti Carbonara,Snack,4.74
2024-05-08T09:32:00Z,Meat,Munich,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-08T12:39:08Z,Vegan,Berlin,493fa57d-3850-8773-442c-2b7afad83933,Caesar Salad,Side Dish,7.61
2024-05-08T20:40:40Z,Vegan,Hamburg,5d0378fb-45ae-f69a-0c59-80668c414007,Quiche Lorraine,"Cuisine Type (e.g. Italian, Mexican, Chinese)",9.53
2024-05-08T21:25:32Z,Meat,Hamburg,bae94eab-79e9-7e69-0699-f7b7263ff8b0,Beef Stroganoff,Dessert,5.6
2024-05-08T22:59:41Z,Vegetarian,Munich,e5c05c25-c9b9-301d-f09b-e9c589403728,Stuffed Bell Peppers,Appetizer,8.84
2024-05-08T23:31:44Z,Vegetarian,Munich,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-05-08T23:47:45Z,Vegetarian,Hamburg,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-09T07:29:48Z,Gluten-free,Munich,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-09T08:33:12Z,Meat,Berlin,5d0378fb-45ae-f69a-0c59-80668c414007,Quiche Lorraine,"Cuisine Type (e.g. Italian, Mexican, Chinese)",9.53
2024-05-09T12:47:31Z,Meat,Munich,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-05-09T22:10:16Z,Meat,Munich,5d0378fb-45ae-f69a-0c59-80668c414007,Quiche Lorraine,"Cuisine Type (e.g. Italian, Mexican, Chinese)",9.53
2024-05-10T00:55:50Z,Vegetarian,Hamburg,493fa57d-3850-8773-442c-2b7afad83933,Caesar Salad,Side Dish,7.61
2024-05-10T04:29:16Z,Vegetarian,Munich,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-05-10T12:33:17Z,Gluten-free,Munich,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-10T15:02:53Z,Vegan,Munich,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-10T16:01:41Z,Vegetarian,Berlin,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-05-10T16:14:03Z,Gluten-free,Berlin,493fa57d-3850-8773-442c-2b7afad83933,Caesar Salad,Side Dish,7.61
2024-05-10T17:31:41Z,Vegan,Munich,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-10T18:47:39Z,Vegetarian,Hamburg,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-05-10T22:03:29Z,Meat,Munich,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-10T22:03:50Z,Vegetarian,Hamburg,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-05-11T04:13:42Z,Vegetarian,Berlin,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-11T05:47:54Z,Vegan,Munich,bae94eab-79e9-7e69-0699-f7b7263ff8b0,Beef Stroganoff,Dessert,5.6
2024-05-11T09:21:28Z,Vegan,Hamburg,fda8cf0b-a9ae-e2d8-ea5d-e421b37e1bc1,Spaghetti Carbonara,Snack,4.74
2024-05-11T11:56:11Z,Gluten-free,Munich,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-11T12:27:28Z,Meat,Hamburg,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-11T19:59:07Z,Vegetarian,Munich,fda8cf0b-a9ae-e2d8-ea5d-e421b37e1bc1,Spaghetti Carbonara,Snack,4.74
2024-05-11T23:09:13Z,Gluten-free,Berlin,bae94eab-79e9-7e69-0699-f7b7263ff8b0,Beef Stroganoff,Dessert,5.6
2024-05-12T06:20:10Z,Vegetarian,Berlin,fda8cf0b-a9ae-e2d8-ea5d-e421b37e1bc1,Spaghetti Carbonara,Snack,4.74
2024-05-12T14:47:04Z,Vegetarian,Berlin,e5c05c25-c9b9-301d-f09b-e9c589403728,Stuffed Bell Peppers,Appetizer,8.84
2024-05-12T23:26:00Z,Vegetarian,Hamburg,bae94eab-79e9-7e69-0699-f7b7263ff8b0,Beef Stroganoff,Dessert,5.6
2024-05-13T09:09:35Z,Vegetarian,Munich,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-05-13T14:50:11Z,Vegetarian,Berlin,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-14T03:23:59Z,Vegan,Munich,493fa57d-3850-8773-442c-2b7afad83933,Caesar Salad,Side Dish,7.61
2024-05-14T03:55:53Z,Meat,Munich,493fa57d-3850-8773-442c-2b7afad83933,Caesar Salad,Side Dish,7.61
2024-05-14T04:35:05Z,Vegetarian,Berlin,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-14T07:20:16Z,Meat,Munich,bae94eab-79e9-7e69-0699-f7b7263ff8b0,Beef Stroganoff,Dessert,5.6
2024-05-14T13:33:50Z,Gluten-free,Hamburg,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-05-15T03:23:43Z,Gluten-free,Hamburg,fda8cf0b-a9ae-e2d8-ea5d-e421b37e1bc1,Spaghetti Carbonara,Snack,4.74
2024-05-15T04:44:24Z,Meat,Munich,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-15T11:39:33Z,Vegetarian,Berlin,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-16T00:38:25Z,Gluten-free,Munich,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-16T07:53:22Z,Gluten-free,Hamburg,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-16T11:06:46Z,Gluten-free,Munich,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-16T14:27:50Z,Vegetarian,Hamburg,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-05-16T20:31:54Z,Vegetarian,Berlin,fda8cf0b-a9ae-e2d8-ea5d-e421b37e1bc1,Spaghetti Carbonara,Snack,4.74
2024-05-17T02:16:51Z,Vegetarian,Hamburg,bae94eab-79e9-7e69-0699-f7b7263ff8b0,Beef Stroganoff,Dessert,5.6
2024-05-17T03:07:19Z,Gluten-free,Hamburg,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-17T06:57:33Z,Vegan,Munich,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-17T10:14:18Z,Vegetarian,Munich,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-17T10:55:03Z,Vegetarian,Berlin,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-17T13:06:15Z,Gluten-free,Hamburg,5d0378fb-45ae-f69a-0c59-80668c414007,Quiche Lorraine,"Cuisine Type (e.g. Italian, Mexican, Chinese)",9.53
2024-05-17T17:51:32Z,Gluten-free,Munich,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-18T03:59:36Z,Vegetarian,Munich,493fa57d-3850-8773-442c-2b7afad83933,Caesar Salad,Side Dish,7.61
2024-05-18T04:43:50Z,Vegan,Berlin,5d0378fb-45ae-f69a-0c59-80668c414007,Quiche Lorraine,"Cuisine Type (e.g. Italian, Mexican, Chinese)",9.53
2024-05-18T06:19:30Z,Vegetarian,Berlin,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-05-18T08:29:35Z,Vegetarian,Hamburg,493fa57d-3850-8773-442c-2b7afad83933,Caesar Salad,Side Dish,7.61
2024-05-18T22:06:52Z,Meat,Munich,fda8cf0b-a9ae-e2d8-ea5d-e421b37e1bc1,Spaghetti Carbonara,Snack,4.74
2024-05-19T02:46:40Z,Vegetarian,Hamburg,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-19T06:06:15Z,Vegetarian,Hamburg,493fa57d-3850-8773-442c-2b7afad83933,Caesar Salad,Side Dish,7.61
2024-05-19T11:37:44Z,Vegetarian,Berlin,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-05-19T17:29:03Z,Gluten-free,Hamburg,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-05-19T18:02:39Z,Gluten-free,Berlin,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-05-20T00:08:05Z,Vegetarian,Berlin,493fa57d-3850-8773-442c-2b7afad83933,Caesar Salad,Side Dish,7.61
2024-05-20T02:29:42Z,Vegan,Munich,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-20T06:27:31Z,Vegetarian,Munich,493fa57d-3850-8773-442c-2b7afad83933,Caesar Salad,Side Dish,7.61
2024-05-20T12:10:07Z,Meat,Hamburg,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-21T04:56:53Z,Meat,Munich,e5c05c25-c9b9-301d-f09b-e9c589403728,Stuffed Bell Peppers,Appetizer,8.84
2024-05-21T09:51:25Z,Gluten-free,Berlin,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-21T16:47:17Z,Vegan,Munich,fda8cf0b-a9ae-e2d8-ea5d-e421b37e1bc1,Spaghetti Carbonara,Snack,4.74
2024-05-22T08:14:42Z,Vegetarian,Hamburg,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-05-22T13:11:26Z,Meat,Hamburg,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-22T15:12:34Z,Meat,Munich,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-22T23:02:29Z,Vegetarian,Hamburg,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-05-23T02:26:24Z,Vegetarian,Munich,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-23T02:53:03Z,Vegan,Munich,bae94eab-79e9-7e69-0699-f7b7263ff8b0,Beef Stroganoff,Dessert,5.6
2024-05-23T03:30:08Z,Vegetarian,Berlin,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-23T07:24:09Z,Meat,Munich,493fa57d-3850-8773-442c-2b7afad83933,Caesar Salad,Side Dish,7.61
2024-05-23T08:40:31Z,Meat,Berlin,5d0378fb-45ae-f69a-0c59-80668c414007,Quiche Lorraine,"Cuisine Type (e.g. Italian, Mexican, Chinese)",9.53
2024-05-23T11:43:15Z,Meat,Munich,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-23T17:19:58Z,Vegetarian,Munich,bae94eab-79e9-7e69-0699-f7b7263ff8b0,Beef Stroganoff,Dessert,5.6
2024-05-23T21:38:42Z,Vegan,Berlin,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-05-23T22:15:31Z,Vegan,Munich,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-24T00:38:48Z,Vegetarian,Hamburg,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-05-24T01:52:06Z,Vegetarian,Munich,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-24T13:44:42Z,Meat,Munich,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-24T18:48:10Z,Gluten-free,Berlin,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-24T20:50:28Z,Vegan,Berlin,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-24T22:15:15Z,Gluten-free,Hamburg,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-26T02:46:25Z,Vegetarian,Berlin,bae94eab-79e9-7e69-0699-f7b7263ff8b0,Beef Stroganoff,Dessert,5.6
2024-05-26T02:59:13Z,Vegan,Munich,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-26T03:58:41Z,Vegetarian,Berlin,fda8cf0b-a9ae-e2d8-ea5d-e421b37e1bc1,Spaghetti Carbonara,Snack,4.74
2024-05-26T05:46:43Z,Vegetarian,Munich,e5c05c25-c9b9-301d-f09b-e9c589403728,Stuffed Bell Peppers,Appetizer,8.84
2024-05-26T14:44:44Z,Gluten-free,Hamburg,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-26T16:44:20Z,Vegan,Berlin,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-26T17:36:16Z,Vegetarian,Munich,e5c05c25-c9b9-301d-f09b-e9c589403728,Stuffed Bell Peppers,Appetizer,8.84
2024-05-26T18:58:08Z,Gluten-free,Munich,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-05-26T20:14:20Z,Vegetarian,Munich,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-27T01:39:08Z,Gluten-free,Berlin,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-27T04:55:34Z,Gluten-free,Hamburg,e5c05c25-c9b9-301d-f09b-e9c589403728,Stuffed Bell Peppers,Appetizer,8.84
2024-05-27T23:33:16Z,Vegan,Berlin,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-05-28T01:23:23Z,Vegan,Hamburg,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-05-28T02:23:05Z,Vegetarian,Hamburg,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-28T04:22:32Z,Vegetarian,Berlin,fda8cf0b-a9ae-e2d8-ea5d-e421b37e1bc1,Spaghetti Carbonara,Snack,4.74
2024-05-28T06:38:05Z,Vegetarian,Hamburg,fda8cf0b-a9ae-e2d8-ea5d-e421b37e1bc1,Spaghetti Carbonara,Snack,4.74
2024-05-28T07:16:37Z,Gluten-free,Berlin,fda8cf0b-a9ae-e2d8-ea5d-e421b37e1bc1,Spaghetti Carbonara,Snack,4.74
2024-05-28T10:38:11Z,Vegan,Munich,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-05-28T22:20:04Z,Vegetarian,Munich,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-29T09:01:04Z,Gluten-free,Munich,bae94eab-79e9-7e69-0699-f7b7263ff8b0,Beef Stroganoff,Dessert,5.6
2024-05-29T21:22:37Z,Vegetarian,Berlin,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-05-30T08:27:14Z,Meat,Berlin,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-05-30T14:32:47Z,Vegan,Munich,493fa57d-3850-8773-442c-2b7afad83933,Caesar Salad,Side Dish,7.61
2024-05-30T17:01:03Z,Meat,Hamburg,5d0378fb-45ae-f69a-0c59-80668c414007,Quiche Lorraine,"Cuisine Type (e.g. Italian, Mexican, Chinese)",9.53
2024-05-30T19:36:50Z,Vegetarian,Berlin,bae94eab-79e9-7e69-0699-f7b7263ff8b0,Beef Stroganoff,Dessert,5.6
2024-05-30T23:00:01Z,Vegetarian,Berlin,493fa57d-3850-8773-442c-2b7afad83933,Caesar Salad,Side Dish,7.61
2024-05-31T05:07:18Z,Gluten-free,Hamburg,5d0378fb-45ae-f69a-0c59-80668c414007,Quiche Lorraine,"Cuisine Type (e.g. Italian, Mexican, Chinese)",9.53
2024-05-31T05:29:08Z,Vegetarian,Munich,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-05-31T05:29:20Z,Gluten-free,Hamburg,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-05-31T09:43:13Z,Meat,Munich,bae94eab-79e9-7e69-0699-f7b7263ff8b0,Beef Stroganoff,Dessert,5.6
2024-05-31T15:56:39Z,Gluten-free,Hamburg,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-05-31T18:18:20Z,Vegetarian,Berlin,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-06-01T03:14:15Z,Meat,Munich,5d0378fb-45ae-f69a-0c59-80668c414007,Quiche Lorraine,"Cuisine Type (e.g. Italian, Mexican, Chinese)",9.53
2024-06-01T07:08:53Z,Vegetarian,Hamburg,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-06-01T09:01:02Z,Vegetarian,Berlin,e5c05c25-c9b9-301d-f09b-e9c589403728,Stuffed Bell Peppers,Appetizer,8.84
2024-06-01T16:38:40Z,Vegetarian,Berlin,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
2024-06-01T22:22:20Z,Meat,Hamburg,cc6adc74-fe56-840c-9cd0-015948f2e774,Baked Ziti,"Cuisine Type (e.g. Italian, Mexican, Chinese)",4.23
2024-06-02T00:22:31Z,Meat,Munich,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-06-02T03:40:31Z,Vegetarian,Munich,5d0378fb-45ae-f69a-0c59-80668c414007,Quiche Lorraine,"Cuisine Type (e.g. Italian, Mexican, Chinese)",9.53
2024-06-02T05:01:30Z,Gluten-free,Hamburg,bae94eab-79e9-7e69-0699-f7b7263ff8b0,Beef Stroganoff,Dessert,5.6
2024-06-02T07:09:45Z,Meat,Hamburg,493fa57d-3850-8773-442c-2b7afad83933,Caesar Salad,Side Dish,7.61
2024-06-02T09:01:55Z,Gluten-free,Hamburg,493fa57d-3850-8773-442c-2b7afad83933,Caesar Salad,Side Dish,7.61
2024-06-02T09:06:28Z,Vegetarian,Berlin,bae94eab-79e9-7e69-0699-f7b7263ff8b0,Beef Stroganoff,Dessert,5.6
2024-06-02T09:10:35Z,Vegetarian,Berlin,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-06-02T14:03:13Z,Meat,Munich,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-06-02T18:31:49Z,Gluten-free,Berlin,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-06-02T20:31:51Z,Vegan,Munich,0eca4f84-43ab-656e-d14b-1fbd6acc525f,Grilled Salmon,Gluten-Free,11.51
2024-06-02T23:16:57Z,Vegetarian,Hamburg,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-06-03T01:57:56Z,Meat,Hamburg,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-06-03T02:40:46Z,Gluten-free,Hamburg,fda8cf0b-a9ae-e2d8-ea5d-e421b37e1bc1,Spaghetti Carbonara,Snack,4.74
2024-06-03T11:21:02Z,Meat,Berlin,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-06-04T03:01:35Z,Vegetarian,Berlin,fda8cf0b-a9ae-e2d8-ea5d-e421b37e1bc1,Spaghetti Carbonara,Snack,4.74
2024-06-04T03:44:06Z,Gluten-free,Hamburg,b5843967-cf48-5bf0-a5c9-170a1933e7a8,Fish Tacos,Main Course,11.71
2024-06-04T03:52:08Z,Vegan,Munich,eb62fde4-4f43-c7f6-d323-0d0e4131ac17,Shrimp Pad Thai,Vegetarian,7.3
2024-06-04T07:33:33Z,Vegetarian,Munich,e284b559-6f65-1288-48f5-6353141553ee,Chicken Tikka Masala,Vegan,9.28
